eval_id,started_at,state,months_paid,resets,trades_taken,passed_at,ended_at
32,2020-10-06 00:00:00,funded,4,2,125,2021-01-06 18:00:00,2021-01-07 00:00:00
33,2020-10-07 00:00:00,funded,1,0,21,2020-10-12 19:30:00,2020-10-13 00:00:00
34,2020-12-15 00:00:00,funded,1,0,81,2021-01-06 18:00:00,2021-01-07 00:00:00
35,2020-12-15 00:00:00,funded,1,0,81,2021-01-06 18:00:00,2021-01-07 00:00:00
36,2021-02-19 00:00:00,funded,5,4,151,2021-07-02 20:00:00,2021-07-03 00:00:00
37,2021-02-19 00:00:00,funded,5,4,151,2021-07-02 20:00:00,2021-07-03 00:00:00
38,2021-02-19 00:00:00,funded,5,4,151,2021-07-02 20:00:00,2021-07-03 00:00:00
39,2021-02-19 00:00:00,funded,5,4,151,2021-07-02 20:00:00,2021-07-03 00:00:00
40,2021-02-27 00:00:00,funded,5,4,217,2021-07-06 17:30:00,2021-07-07 00:00:00
41,2021-02-27 00:00:00,funded,5,4,217,2021-07-06 17:30:00,2021-07-07 00:00:00
42,2021-02-27 00:00:00,funded,5,4,217,2021-07-06 17:30:00,2021-07-07 00:00:00
43,2021-02-27 00:00:00,funded,5,4,217,2021-07-06 17:30:00,2021-07-07 00:00:00
44,2021-02-27 00:00:00,funded,5,4,217,2021-07-06 17:30:00,2021-07-07 00:00:00
45,2021-02-27 00:00:00,funded,5,4,217,2021-07-06 17:30:00,2021-07-07 00:00:00
46,2021-07-03 00:00:00,funded,3,1,178,2021-09-08 04:00:00,2021-09-09 00:00:00
47,2021-07-03 00:00:00,funded,3,1,178,2021-09-08 04:00:00,2021-09-09 00:00:00
48,2021-07-03 00:00:00,funded,3,1,178,2021-09-08 04:00:00,2021-09-09 00:00:00
49,2021-07-03 00:00:00,funded,3,1,178,2021-09-08 04:00:00,2021-09-09 00:00:00
50,2021-07-07 00:00:00,funded,2,1,137,2021-09-06 17:00:00,2021-09-07 00:00:00
51,2021-07-20 00:00:00,funded,2,1,99,2021-09-08 04:00:00,2021-09-09 00:00:00
52,2026-03-07 00:00:00,funded,1,0,5,2026-03-09 22:30:00,2026-03-10 00:00:00
53,2026-03-07 00:00:00,funded,1,0,5,2026-03-09 22:30:00,2026-03-10 00:00:00
54,2026-03-07 00:00:00,funded,1,0,5,2026-03-09 22:30:00,2026-03-10 00:00:00
55,2026-03-07 00:00:00,funded,1,0,5,2026-03-09 22:30:00,2026-03-10 00:00:00
56,2026-03-07 00:00:00,funded,1,0,5,2026-03-09 22:30:00,2026-03-10 00:00:00
57,2026-03-07 00:00:00,funded,1,0,5,2026-03-09 22:30:00,2026-03-10 00:00:00
58,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
59,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
60,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
61,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
62,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
63,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
64,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
65,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
66,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
67,2026-03-13 00:00:00,funded,2,1,14,2026-04-14 15:30:00,2026-04-15 00:00:00
68,2026-04-14 00:00:00,funded,1,0,11,2026-04-16 09:30:00,2026-04-17 00:00:00
69,2026-04-14 00:00:00,funded,1,0,11,2026-04-16 09:30:00,2026-04-17 00:00:00
70,2026-04-14 00:00:00,funded,1,0,11,2026-04-16 09:30:00,2026-04-17 00:00:00
71,2026-04-14 00:00:00,funded,1,0,11,2026-04-16 09:30:00,2026-04-17 00:00:00
72,2026-04-14 00:00:00,funded,1,0,11,2026-04-16 09:30:00,2026-04-17 00:00:00
73,2026-04-14 00:00:00,funded,1,0,11,2026-04-16 09:30:00,2026-04-17 00:00:00
74,2026-04-14 00:00:00,funded,1,0,11,2026-04-16 09:30:00,2026-04-17 00:00:00
75,2026-04-14 00:00:00,funded,1,0,11,2026-04-16 09:30:00,2026-04-17 00:00:00
76,2026-04-14 00:00:00,funded,1,0,11,2026-04-16 09:30:00,2026-04-17 00:00:00
77,2026-04-15 00:00:00,blown,3,2,40,,
