date,RR:0.50,RR:1.00,RR:2.50,GG:1.25,rr_pair,cross_pair,rr_triple,cross_triple
2024-12-19,10968.55,16688.2,19547.75,24348.7,15258.15,17658.625,15734.833333333334,17335.15
2024-12-20,10948.9,16668.55,20137.15,24907.25,15543.025000000001,17928.075,15918.2,17508.233333333334
2024-12-23,10819.25,16530.4,20043.0,25088.35,15431.125,17953.8,15797.550000000001,17479.333333333332
2024-12-24,10838.0,16539.7,20242.8,25403.15,15540.4,18120.575,15873.5,17593.61666666667
2024-12-26,10781.7,16443.45,20146.55,25582.35,15464.125,18182.025,15790.566666666668,17602.5
2024-12-27,10847.85,16445.6,20329.3,25443.95,15588.575,18145.9,15874.25,17579.13333333333
2024-12-30,10917.6,16450.35,20198.55,25200.75,15558.075,18059.175,15855.5,17522.9
2024-12-31,10782.35,16392.6,20359.95,24688.85,15571.150000000001,17735.6,15844.966666666667,17287.933333333334
2025-01-02,10589.5,16175.3,20465.75,24519.05,15527.625,17554.275,15743.516666666666,17094.616666666665
2025-01-03,10840.8,16437.65,20549.15,25026.15,15694.975,17933.475,15942.533333333335,17434.86666666667
2025-01-06,11146.4,16908.25,20919.45,25028.3,16032.925,18087.35,16324.7,17694.316666666666
2025-01-07,11058.05,16862.45,20920.75,24793.5,15989.4,17925.775,16280.416666666666,17571.333333333332
2025-01-08,10606.3,16466.2,20422.05,24767.75,15514.175,17687.025,15831.516666666666,17280.083333333332
2025-01-09,10627.15,16437.05,20384.5,24690.2,15505.825,17658.675,15816.233333333334,17251.466666666667
2025-01-10,10922.95,16524.85,20318.3,24679.45,15620.625,17801.2,15922.033333333333,17375.75
2025-01-13,10684.15,16332.6,20126.05,24929.2,15405.099999999999,17806.675,15714.266666666666,17315.316666666666
2025-01-14,11071.4,16748.4,20345.85,24949.85,15708.625,18010.625,16055.216666666667,17589.88333333333
2025-01-15,11923.0,17693.55,21111.15,25655.65,16517.075,18789.325,16909.233333333334,18424.066666666666
2025-01-16,11193.65,16964.2,20544.3,25196.3,15868.974999999999,18194.975,16234.05,17784.716666666667
2025-01-17,11206.85,16977.4,20610.5,25832.9,15908.675,18519.875,16264.916666666668,18005.716666666667
2025-01-20,11343.6,17142.65,20756.4,26037.75,16050.0,18690.675,16414.216666666667,18174.666666666668
2025-01-21,11603.85,17435.9,21004.3,26102.5,16304.075,18853.175,16681.35,18380.75
2025-01-22,11935.0,17633.1,21387.2,26337.2,16661.1,19136.1,16985.1,18635.1
2025-01-23,12137.25,17789.4,21600.05,26279.95,16868.65,19208.6,17175.566666666666,18735.533333333333
2025-01-24,12136.9,17907.6,21586.8,26051.1,16861.85,19094.0,17210.433333333334,18698.533333333333
2025-01-27,12535.75,18306.45,21985.65,26449.45,17260.7,19492.6,17609.283333333333,19097.216666666667
2025-01-28,12730.85,18836.65,22245.95,26344.1,17488.4,19537.475,17937.816666666666,19303.86666666667
2025-01-29,12713.95,18913.75,22342.15,26314.4,17528.050000000003,19514.175000000003,17989.95,19314.033333333333
2025-01-30,12655.7,18801.5,22295.4,26391.6,17475.550000000003,19523.65,17917.533333333333,19282.933333333334
2025-01-31,12908.5,19040.9,22066.85,26192.6,17487.675,19550.55,18005.416666666668,19380.666666666668
2025-02-03,12722.75,19068.65,22739.75,26529.3,17731.25,19626.025,18177.05,19440.233333333334
2025-02-04,12884.9,19028.3,22700.45,26578.1,17792.675,19731.5,18204.55,19497.1
2025-02-05,12982.2,19101.6,22893.75,26717.75,17937.975,19849.975,18325.85,19600.516666666666
2025-02-06,13187.35,19173.75,22919.0,26888.45,18053.175,20037.9,18426.7,19749.85
2025-02-07,12945.6,18957.55,22609.8,26611.7,17777.7,19778.65,18170.983333333334,19504.95
2025-02-10,13118.15,19195.75,22896.65,27052.0,18007.4,20085.075,18403.516666666666,19788.63333333333
2025-02-11,13130.85,19302.5,22835.45,26975.25,17983.15,20053.05,18422.933333333334,19802.86666666667
2025-02-12,13108.95,19317.7,22841.7,27400.4,17975.325,20254.675000000003,18422.783333333333,19942.350000000002
2025-02-13,13264.05,19550.35,23123.5,27856.15,18193.775,20560.1,18645.966666666667,20223.516666666666
2025-02-14,13332.2,19646.55,23373.7,28085.95,18352.95,20709.075,18784.15,20354.9
2025-02-17,13275.5,19537.85,23265.0,28101.25,18270.25,20688.375,18692.783333333333,20304.866666666665
2025-02-18,13295.0,19572.85,23299.55,28067.35,18297.275,20681.175,18722.466666666667,20311.733333333334
2025-02-19,13283.55,19573.5,23352.25,27984.6,18317.9,20634.074999999997,18736.433333333334,20280.55
2025-02-20,13260.15,19609.15,23320.45,27891.75,18290.3,20575.95,18729.916666666668,20253.683333333334
2025-02-21,13426.0,19800.0,23180.8,27606.45,18303.4,20516.225,18802.266666666666,20277.483333333334
2025-02-24,13515.7,19811.8,22825.65,27186.85,18170.675000000003,20351.275,18717.716666666667,20171.45
2025-02-25,13236.95,19693.55,22606.95,27208.1,17921.95,20222.525,18512.483333333334,20046.2
2025-02-26,13078.7,19558.3,22266.2,26660.75,17672.45,19869.725,18301.066666666666,19765.916666666668
2025-02-27,12720.25,19174.95,21930.45,26348.5,17325.35,19534.375,17941.883333333335,19414.566666666666
2025-02-28,12539.85,19408.55,22044.75,26620.3,17292.3,19580.075,17997.716666666667,19522.9
2025-03-03,12313.7,19081.9,21718.1,26400.0,17015.9,19356.85,17704.566666666666,19265.2
2025-03-04,12511.9,19405.15,21990.4,25896.6,17251.15,19204.25,17969.15,19271.216666666667
2025-03-05,12098.0,18903.35,21392.2,26234.35,16745.1,19166.175,17464.516666666666,19078.566666666666
2025-03-06,12019.1,18373.45,20857.85,25466.1,16438.475,18742.6,17083.466666666667,18619.55
2025-03-07,11558.75,18240.1,20991.55,25538.8,16275.15,18548.775,16930.13333333333,18445.88333333333
2025-03-10,10850.95,17642.8,20236.35,25110.05,15543.65,17980.5,16243.366666666667,17867.933333333334
2025-03-11,10813.5,17141.9,19995.95,24456.65,15404.725,17635.075,15983.783333333335,17470.683333333334
2025-03-12,10906.75,17235.15,20279.8,24935.0,15593.275,17920.875,16140.566666666668,17692.3
2025-03-13,11309.1,17568.0,20131.25,24209.85,15720.175,17759.475,16336.116666666667,17695.65
2025-03-14,11528.15,17753.2,20408.0,24443.15,15968.075,17985.65,16563.11666666667,17908.166666666668
2025-03-17,11661.35,18176.55,20408.0,24851.1,16034.675,18256.225,16748.63333333333,18229.666666666664
2025-03-18,11994.05,18416.8,21373.3,25011.25,16683.675,18502.65,17261.38333333333,18474.033333333333
2025-03-19,12114.75,18444.2,22027.75,25419.1,17071.25,18766.925,17528.9,18659.35
2025-03-20,12028.9,18384.85,22230.05,25312.0,17129.475,18670.45,17547.933333333334,18575.25
2025-03-21,12192.5,18447.55,22301.8,25342.9,17247.15,18767.7,17647.283333333333,18660.983333333334
2025-03-24,12190.5,18775.05,22817.4,25856.15,17503.95,19023.325,17927.65,18940.566666666666
2025-03-25,12173.8,18729.4,22831.75,26019.95,17502.775,19096.875,17911.65,18974.383333333335
2025-03-26,12037.45,18581.1,22602.0,25517.2,17319.725,18777.325,17740.183333333334,18711.916666666668
2025-03-27,11642.65,18336.8,22122.8,25231.85,16882.725,18437.25,17367.416666666664,18403.766666666666
2025-03-28,11459.45,17907.6,21693.6,24634.6,16576.525,18047.025,17020.216666666667,18000.55
2025-03-31,11506.2,17954.35,21852.45,24918.75,16679.325,18212.475,17104.333333333332,18126.433333333334
2025-04-01,11817.45,18294.15,22198.3,25032.5,17007.875,18424.975,17436.633333333335,18381.36666666667
2025-04-02,11747.1,18351.3,21948.95,24653.15,16848.025,18200.125,17349.11666666667,18250.516666666666
2025-04-03,11572.8,17783.05,21690.7,23847.0,16631.75,17709.9,17015.516666666666,17734.283333333333
2025-04-04,10042.9,16253.15,19955.35,21829.15,14999.125,15936.025000000001,15417.133333333333,16041.733333333334
2025-04-07,11501.45,18169.75,21626.75,22373.95,16564.1,16937.7,17099.316666666666,17348.383333333335
2025-04-08,11144.05,17858.35,21511.45,22660.15,16327.75,16902.1,16837.95,17220.85
2025-04-09,13624.8,20407.6,24086.2,25985.3,18855.5,19805.05,19372.866666666665,20005.899999999998
2025-04-10,12899.55,19682.35,22993.45,25779.5,17946.5,19339.525,18525.116666666665,19453.8
2025-04-11,13393.65,20427.55,24040.4,26319.7,18717.025,19856.675,19287.2,20046.966666666667
2025-04-14,13906.8,20436.7,24300.2,25886.9,19103.5,19896.85,19547.9,20076.8
2025-04-15,13938.0,20926.55,24640.6,25701.1,19289.3,19819.55,19835.05,20188.55
2025-04-16,14122.25,21110.8,25005.35,24701.75,19563.8,19412.0,20079.466666666667,19978.266666666666
2025-04-17,14300.4,21433.05,25531.75,24427.45,19916.075,19363.925,20421.733333333334,20053.63333333333
2025-04-21,14039.05,21171.7,25229.9,24518.6,19634.475,19278.824999999997,20146.883333333335,19909.783333333333
2025-04-22,14206.3,21394.5,25519.2,25590.3,19862.75,19898.3,20373.333333333332,20397.033333333333
2025-04-23,14294.55,21666.3,26003.55,25257.3,20149.05,19775.925,20654.8,20406.05
2025-04-24,14104.2,21482.0,26061.25,26021.95,20082.725,20063.075,20549.15,20536.05
2025-04-25,13823.4,20955.2,25534.45,26315.5,19678.925,20069.45,20104.35,20364.7
2025-04-28,13927.15,21063.95,25763.25,26281.7,19845.2,20104.425,20251.45,20424.266666666666
2025-04-29,14130.85,21277.6,25976.6,26259.95,20053.725,20195.4,20461.683333333334,20556.13333333333
2025-04-30,14441.35,21960.85,26966.3,27098.65,20703.825,20770.0,21122.833333333332,21166.95
2025-05-01,14336.5,21466.55,26484.6,26599.85,20410.55,20468.175,20762.55,20800.966666666667
2025-05-02,14622.6,21793.2,26930.8,27174.7,20776.7,20898.65,21115.533333333333,21196.833333333336
2025-05-05,14587.8,21649.9,26900.05,26850.9,20743.925,20719.35,21045.916666666668,21029.533333333333
2025-05-06,14303.9,21257.65,26507.8,26365.15,20405.85,20334.525,20689.783333333333,20642.233333333334
2025-05-07,14155.1,20930.85,26181.0,26326.25,20168.05,20240.675,20422.316666666666,20470.733333333334
2025-05-08,14489.25,21246.55,26427.3,26507.55,20458.275,20498.4,20721.033333333333,20747.783333333333
2025-05-09,14532.55,21171.85,26222.6,26630.3,20377.574999999997,20581.425,20642.333333333332,20778.233333333334
2025-05-12,15534.7,22174.0,27330.9,27253.5,21432.800000000003,21394.1,21679.86666666667,21654.066666666666
2025-05-13,15774.9,22390.7,27564.15,27693.1,21669.525,21734.0,21909.916666666668,21952.9
2025-05-14,16021.55,22643.4,27832.85,27611.15,21927.199999999997,21816.35,22165.933333333334,22092.033333333333
2025-05-15,16099.25,22793.1,27705.55,27791.8,21902.4,21945.525,22199.3,22228.05
2025-05-16,16068.9,22844.25,27738.2,27827.45,21903.55,21948.175,22217.11666666667,22246.86666666667
2025-05-19,16403.15,23248.5,28169.55,27640.05,22286.35,22021.6,22607.066666666666,22430.566666666666
2025-05-20,16353.75,23199.1,27961.7,27607.8,22157.725,21980.775,22504.85,22386.88333333333
2025-05-21,16004.95,22925.3,27814.45,27376.5,21909.7,21690.725,22248.233333333334,22102.25
2025-05-22,16334.15,23059.05,28182.35,27184.35,22258.25,21759.25,22525.183333333334,22192.516666666666
2025-05-23,16371.3,23159.25,28372.1,27224.1,22371.699999999997,21797.699999999997,22634.216666666667,22251.55
2025-05-26,16373.6,23274.6,28372.1,27227.5,22372.85,21800.55,22673.433333333334,22291.9
2025-05-27,16098.2,23064.2,28861.0,27462.1,22479.6,21780.15,22674.466666666667,22208.166666666668
2025-05-28,15681.85,22607.35,28404.15,27338.35,22043.0,21510.1,22231.11666666667,21875.85
2025-05-29,15683.1,22607.2,28162.55,27498.15,21922.825,21590.625,22150.95,21929.483333333334
2025-05-30,15526.85,22516.45,28111.35,27288.8,21819.1,21407.825,22051.55,21777.36666666667
2025-06-02,15566.45,22482.6,28354.05,27795.1,21960.25,21680.775,22134.366666666665,21948.05
2025-06-03,15708.3,22624.45,28590.45,27952.2,22149.375,21830.25,22307.733333333334,22094.983333333334
2025-06-04,15654.1,22620.75,28602.75,27823.35,22128.425,21738.725,22292.533333333333,22032.733333333334
2025-06-05,15774.85,22259.0,28136.0,27229.95,21955.425,21502.4,22056.61666666667,21754.6
2025-06-06,15988.65,22443.3,28398.3,27715.25,22193.475,21851.95,22276.75,22049.066666666666
2025-06-09,16007.25,22426.55,28246.5,27464.95,22126.875,21736.1,22226.766666666666,21966.25
2025-06-10,16158.5,22747.85,28537.35,27753.65,22347.925,21956.075,22481.233333333334,22220.0
2025-06-11,16071.75,22807.6,28601.65,27600.3,22336.7,21836.025,22493.666666666668,22159.88333333333
2025-06-12,16174.95,22976.35,28764.0,27553.05,22469.475,21864.0,22638.433333333334,22234.783333333333
2025-06-13,15722.6,22400.5,28928.35,27242.2,22325.475,21482.4,22350.483333333334,21788.433333333334
2025-06-16,15948.55,22661.1,29293.1,27813.05,22620.824999999997,21880.8,22634.25,22140.899999999998
2025-06-17,15487.3,22199.85,28831.85,27562.3,22159.574999999997,21524.8,22173.0,21749.816666666666
2025-06-18,15258.5,22075.6,28729.65,27308.45,21994.075,21283.475,22021.25,21547.516666666666
2025-06-19,15096.8,21978.45,28523.0,26954.2,21809.9,21025.5,21866.083333333332,21343.15
2025-06-20,15504.55,22408.2,28902.25,27261.95,22203.4,21383.25,22271.666666666668,21724.9
2025-06-23,15738.15,22819.35,29330.0,27806.35,22534.075,21772.25,22629.166666666664,22121.283333333333
2025-06-24,16005.3,23228.0,29840.85,28230.05,22923.074999999997,22117.675,23024.716666666667,22487.783333333333
2025-06-25,16061.95,23336.2,29975.05,28269.3,23018.5,22165.625,23124.4,22555.816666666666
2025-06-26,16112.05,23489.85,30278.85,28469.0,23195.449999999997,22290.525,23293.583333333332,22690.3
2025-06-27,16265.7,23644.05,30378.1,28492.6,23321.9,22379.15,23429.283333333333,22800.783333333333
2025-06-30,16269.45,23647.8,30424.4,28544.9,23346.925000000003,22407.175000000003,23447.216666666667,22820.716666666667
2025-07-01,16246.7,23528.55,30388.7,28209.6,23317.7,22228.15,23387.983333333334,22661.616666666665
2025-07-02,16267.4,23610.75,30559.95,28422.25,23413.675,22344.825,23479.36666666667,22766.8
2025-07-03,16334.7,23687.05,30615.3,28601.4,23475.0,22468.050000000003,23545.683333333334,22874.383333333335
2025-07-04,16178.0,23494.35,30422.6,28376.65,23300.3,22277.325,23364.983333333334,22683.0
2025-07-07,16012.6,23249.45,30274.25,28115.2,23143.425,22063.9,23178.766666666666,22459.083333333336
2025-07-08,15880.15,23150.1,30212.45,28261.0,23046.3,22070.575,23080.9,22430.416666666664
2025-07-09,16117.25,23398.8,30428.2,28371.6,23272.725,22244.425,23314.75,22629.216666666667
2025-07-10,16121.4,23409.0,30415.4,28415.65,23268.4,22268.525,23315.266666666666,22648.683333333334
2025-07-11,16072.6,23365.7,30418.2,28411.55,23245.4,22242.075,23285.5,22616.61666666667
2025-07-14,16346.85,23609.1,30756.65,28556.8,23551.75,22451.825,23570.86666666667,22837.583333333332
2025-07-15,16489.0,23690.25,31116.4,28556.5,23802.7,22522.75,23765.216666666667,22911.916666666668
2025-07-16,16321.15,23542.45,31095.15,28575.75,23708.15,22448.45,23652.916666666668,22813.11666666667
2025-07-17,16372.85,23613.2,31378.5,28850.85,23875.675,22611.85,23788.183333333334,22945.63333333333
2025-07-18,16429.6,23724.95,31380.3,28753.6,23904.949999999997,22591.6,23844.95,22969.38333333333
2025-07-21,16636.75,23852.1,31601.55,28927.4,24119.15,22782.075,24030.13333333333,23138.75
2025-07-22,16424.9,23651.75,31401.2,28887.05,23913.050000000003,22655.975,23825.95,22987.9
2025-07-23,16443.15,23625.5,31553.5,29237.75,23998.325,22840.45,23874.05,23102.133333333335
2025-07-24,16237.8,23463.7,31391.7,29029.9,23814.75,22633.85,23697.733333333334,22910.466666666667
2025-07-25,16060.45,23288.4,31177.95,28968.2,23619.2,22514.325,23508.933333333334,22772.350000000002
2025-07-28,15969.35,23197.3,31086.85,28930.8,23528.1,22450.075,23417.833333333332,22699.15
2025-07-29,15881.15,23070.6,31015.15,28689.4,23448.15,22285.275,23322.3,22547.05
2025-07-30,16027.8,23268.3,31180.35,28777.5,23604.074999999997,22402.65,23492.149999999998,22691.2
2025-07-31,15636.45,22832.0,30715.55,28393.15,23176.0,22014.800000000003,23061.333333333332,22287.2
2025-08-01,15589.3,22571.85,30455.4,27589.85,23022.35,21589.574999999997,22872.183333333334,21917.0
2025-08-04,15667.45,22762.1,31106.1,28367.7,23386.775,22017.575,23178.55,22265.75
2025-08-05,15698.55,22612.8,30879.35,28037.3,23288.949999999997,21867.925,23063.566666666666,22116.216666666667
2025-08-06,15888.55,22901.9,31236.05,28552.45,23562.3,22220.5,23342.166666666668,22447.633333333335
2025-08-07,16191.25,23238.6,31559.4,28923.75,23875.325,22557.5,23663.083333333332,22784.533333333333
2025-08-08,16250.0,23564.9,31916.75,29312.05,24083.375,22781.025,23910.55,23042.316666666666
2025-08-11,16125.6,23308.5,31693.0,29176.75,23909.3,22651.175,23709.033333333333,22870.283333333333
2025-08-12,16140.25,23487.8,31879.3,29419.0,24009.775,22779.625,23835.783333333333,23015.683333333334
2025-08-13,16229.95,23577.05,32006.6,29315.2,24118.275,22772.575,23937.866666666665,23040.733333333334
2025-08-14,16264.7,23430.8,31785.35,29123.3,24025.025,22694.0,23826.95,22939.6
2025-08-15,16270.4,23421.55,31676.2,28983.45,23973.3,22626.925,23789.38333333333,22891.8
2025-08-18,16063.1,23232.75,31496.95,28980.05,23780.025,22521.575,23597.6,22758.63333333333
2025-08-19,15951.3,23168.0,31493.7,28568.6,23722.5,22259.949999999997,23537.666666666668,22562.63333333333
2025-08-20,16230.4,23435.25,31790.9,28563.75,24010.65,22397.075,23818.85,22743.13333333333
2025-08-21,15866.65,23021.5,31377.15,28257.9,23621.9,22062.275,23421.766666666666,22382.016666666666
2025-08-22,16022.7,23169.75,32102.45,28367.5,24062.575,22195.1,23764.966666666667,22519.983333333334
2025-08-25,16000.6,23074.65,32007.35,28198.7,24003.975,22099.65,23694.2,22424.65
2025-08-26,15930.75,23061.35,32070.15,28445.05,24000.45,22187.9,23687.416666666668,22479.05
2025-08-27,15911.45,23067.55,31901.4,28176.2,23906.425000000003,22043.825,23626.8,22385.066666666666
2025-08-28,16040.7,23158.35,32018.75,28440.9,24029.725,22240.800000000003,23739.266666666666,22546.65
2025-08-29,15766.35,22796.5,31656.9,28124.6,23711.625,21945.475,23406.583333333336,22229.15
2025-09-01,15795.1,22833.8,31584.85,28021.55,23689.975,21908.325,23404.583333333332,22216.816666666666
2025-09-02,16008.3,22717.05,31765.7,28130.85,23887.0,22069.574999999997,23497.016666666666,22285.399999999998
2025-09-03,16147.85,22793.65,31865.9,28075.45,24006.875,22111.65,23602.466666666667,22338.983333333334
2025-09-04,16144.35,22887.7,32078.15,28299.2,24111.25,22221.775,23703.4,22443.75
2025-09-05,16155.0,22857.4,32116.35,28095.8,24135.675,22125.4,23709.583333333332,22369.4
2025-09-08,16052.1,22890.05,32155.1,28190.5,24103.6,22121.3,23699.083333333332,22377.55
2025-09-09,15978.1,22896.15,32231.8,28234.2,24104.95,22106.15,23702.016666666666,22369.483333333334
2025-09-10,16153.85,23085.4,32366.6,28082.8,24260.225,22118.325,23868.61666666667,22440.683333333334
2025-09-11,16161.95,23104.55,32431.95,28120.95,24296.95,22141.45,23899.483333333334,22462.483333333334
2025-09-12,16182.15,23149.3,32406.2,28281.1,24294.175,22231.625,23912.55,22537.516666666666
2025-09-15,16239.35,23267.5,32519.45,28574.2,24379.4,22406.775,24008.766666666666,22693.683333333334
2025-09-16,16219.05,23233.3,32549.75,28611.45,24384.4,22415.25,24000.7,22687.933333333334
2025-09-17,16322.75,23140.55,32457.0,28490.05,24389.875,22406.4,23973.433333333334,22651.116666666665
2025-09-18,16209.9,23027.7,32496.65,28749.2,24353.275,22479.55,23911.416666666668,22662.266666666666
2025-09-19,16238.55,23143.95,32573.4,28784.9,24405.975,22511.725,23985.3,22722.466666666667
2025-09-22,16416.3,23266.2,32837.15,29111.7,24626.725,22764.0,24173.216666666667,22931.4
2025-09-23,16254.5,23117.9,32670.9,28925.35,24462.7,22589.925,24014.433333333334,22765.916666666668
2025-09-24,16290.25,23142.2,32730.75,29010.7,24510.5,22650.475,24054.4,22814.383333333335
2025-09-25,16497.45,23167.45,32756.0,28944.45,24626.725,22720.95,24140.3,22869.783333333333
2025-09-26,16583.15,23289.15,32947.8,28984.55,24765.475000000002,22783.85,24273.36666666667,22952.283333333333
2025-09-29,16554.15,23150.2,32892.0,29128.7,24723.075,22841.425000000003,24198.783333333333,22944.350000000002
2025-09-30,16573.25,23154.45,32742.75,28863.8,24658.0,22718.525,24156.816666666666,22863.833333333332
2025-10-01,16633.35,23342.55,32910.0,29191.45,24771.675,22912.4,24295.3,23055.783333333333
2025-10-02,16699.2,23471.4,33122.85,29491.65,24911.025,23095.425000000003,24431.15,23220.75
2025-10-03,16690.45,23310.15,32963.65,29456.9,24827.050000000003,23073.675000000003,24321.416666666668,23152.5
2025-10-06,16840.15,23563.95,33081.45,29650.15,24960.8,23245.15,24495.183333333334,23351.416666666668
2025-10-07,16878.85,23676.3,33164.85,29460.65,25021.85,23169.75,24573.333333333332,23338.6
2025-10-08,17148.95,23996.45,33597.05,29948.75,25373.0,23548.85,24914.15,23698.05
2025-10-09,16987.55,23840.6,33350.75,29992.0,25169.15,23489.775,24726.3,23606.716666666667
2025-10-10,16986.35,23731.9,33180.6,29751.65,25083.475,23369.0,24632.95,23489.966666666667
2025-10-13,17075.6,23983.15,33254.9,29755.25,25165.25,23415.425,24771.216666666667,23604.666666666668
2025-10-14,17282.25,24219.85,33154.7,29225.45,25218.475,23253.85,24885.6,23575.85
2025-10-15,17788.35,24796.0,33630.4,29448.05,25709.375,23618.199999999997,25404.916666666668,24010.8
2025-10-16,17652.1,24987.35,33644.25,28705.2,25648.175,23178.65,25427.899999999998,23781.55
2025-10-17,17758.7,25275.0,34182.5,29615.95,25970.6,23687.325,25738.733333333334,24216.55
2025-10-20,17856.45,25438.3,34593.45,30054.8,26224.949999999997,23955.625,25962.733333333334,24449.85
2025-10-21,17938.2,25239.6,34394.75,29837.5,26166.475,23887.85,25857.516666666666,24338.433333333334
2025-10-22,18057.85,25381.75,34522.45,29672.7,26290.149999999998,23865.275,25987.35,24370.766666666666
2025-10-23,18271.9,25469.5,34966.8,29944.5,26619.350000000002,24108.2,26236.06666666667,24561.966666666667
2025-10-24,18371.15,25576.75,35138.05,30134.15,26754.600000000002,24252.65,26361.983333333334,24694.016666666666
2025-10-27,18513.25,25854.9,35567.35,30508.45,27040.3,24510.85,26645.166666666668,24958.86666666667
2025-10-28,18559.95,25868.6,35757.15,30909.25,27158.550000000003,24734.6,26728.566666666666,25112.6
2025-10-29,18545.05,25885.2,35651.35,30787.35,27098.199999999997,24666.199999999997,26693.866666666665,25072.533333333333
2025-10-30,17806.4,25004.6,34770.75,30418.75,26288.575,24112.575,25860.583333333332,24409.916666666668
2025-10-31,17885.05,25698.25,34991.5,30760.65,26438.275,24322.85,26191.6,24781.316666666666
2025-11-03,18114.75,25889.5,35527.35,31061.3,26821.05,24588.025,26510.533333333333,25021.85
2025-11-04,17682.6,25457.35,35095.2,30465.5,26388.899999999998,24074.05,26078.38333333333,24535.149999999998
2025-11-05,17772.25,25655.65,35601.0,30790.2,26686.625,24281.225,26342.966666666667,24739.36666666667
2025-11-06,18137.4,25669.35,35396.75,30707.5,26767.075,24422.45,26401.166666666668,24838.083333333332
2025-11-07,18368.1,25965.05,35956.05,30800.2,27162.075,24584.15,26763.066666666666,25044.45
2025-11-10,18813.7,26579.25,36630.85,31469.4,27722.275,25141.550000000003,27341.266666666666,25620.783333333333
2025-11-11,18409.15,26119.75,36317.35,31300.65,27363.25,24854.9,26948.75,25276.516666666666
2025-11-12,18419.85,26044.45,36295.55,31177.25,27357.7,24798.55,26919.95,25213.85
2025-11-13,18610.55,25940.2,36024.9,30664.5,27317.725,24637.525,26858.55,25071.75
2025-11-14,18276.9,25606.55,35691.25,30371.25,26984.075,24324.075,26524.9,24751.566666666666
2025-11-17,18973.45,25954.7,34972.55,30432.05,26973.0,24702.75,26633.56666666667,25120.066666666666
2025-11-18,18968.15,25808.4,34595.4,29798.7,26781.775,24383.425000000003,26457.31666666667,24858.416666666668
2025-11-19,19366.8,26006.55,34869.1,29452.9,27117.949999999997,24409.85,26747.483333333334,24942.083333333332
2025-11-20,18797.95,25555.3,34278.85,29363.65,26538.4,24080.800000000003,26210.7,24572.3
2025-11-21,18954.45,25789.8,34463.55,29582.0,26709.0,24268.225,26402.600000000002,24775.416666666668
2025-11-24,19380.65,26318.65,34906.4,30453.2,27143.525,24916.925000000003,26868.56666666667,25384.166666666668
2025-11-25,19485.85,26343.35,35083.6,30628.9,27284.725,25057.375,26970.93333333333,25486.033333333333
2025-11-26,19387.6,26343.6,35111.4,31052.65,27249.5,25220.125,26947.533333333333,25594.616666666665
2025-11-27,19262.9,26173.4,34941.2,30829.8,27102.05,25046.35,26792.5,25422.033333333333
2025-11-28,19433.15,26348.2,34982.1,30871.65,27207.625,25152.4,26921.15,25551.0
2025-12-01,19087.25,26139.8,34723.75,30998.5,26905.5,25042.875,26650.266666666666,25408.516666666666
2025-12-02,19019.85,26072.4,34995.95,31066.25,27007.899999999998,25043.05,26696.066666666666,25386.166666666668
2025-12-03,19105.05,26141.25,35050.3,31072.65,27077.675000000003,25088.85,26765.533333333333,25439.65
2025-12-04,18917.15,25776.35,34614.9,30845.3,26766.025,24881.225,26436.133333333335,25179.6
2025-12-05,18995.3,25969.1,34786.7,30893.95,26891.0,24944.625,26583.699999999997,25286.116666666665
2025-12-08,18976.85,25817.15,34703.55,30729.5,26840.2,24853.175,26499.183333333334,25174.5
2025-12-09,18737.5,25499.8,34365.75,30578.25,26551.625,24657.875,26201.016666666666,24938.516666666666
2025-12-10,19022.3,25784.6,34597.55,30777.95,26809.925000000003,24900.125,26468.15,25194.95
2025-12-11,19521.0,26382.4,34925.9,31537.8,27223.45,25529.4,26943.100000000002,25813.733333333334
2025-12-12,19766.75,26322.15,34633.7,31103.15,27200.225,25434.95,26907.533333333333,25730.683333333334
2025-12-15,19576.95,26218.9,34424.95,30979.7,27000.949999999997,25278.325,26740.266666666666,25591.850000000002
2025-12-16,19473.15,26157.6,34442.2,30371.8,26957.675,24922.475,26690.983333333334,25334.183333333334
2025-12-17,19250.2,26063.15,34356.9,30220.05,26803.550000000003,24735.125,26556.75,25177.8
2025-12-18,18912.45,25725.4,34336.2,30597.9,26624.324999999997,24755.175000000003,26324.683333333334,25078.583333333336
2025-12-19,18935.7,25823.65,34538.05,31006.1,26736.875,24970.9,26432.466666666667,25255.15
2025-12-22,18919.5,25850.45,34427.85,31183.95,26673.675,25051.725,26399.266666666666,25317.966666666667
2025-12-23,19076.75,26052.2,34635.2,31385.05,26855.975,25230.9,26588.05,25504.666666666668
2025-12-24,18867.4,25886.4,34596.0,31362.8,26731.7,25115.1,26449.933333333334,25372.2
2025-12-26,18757.05,25688.7,34398.3,31354.5,26577.675000000003,25055.775,26281.350000000002,25266.75
2025-12-29,18388.2,25275.85,33985.45,31152.75,26186.824999999997,24770.475,25883.166666666664,24938.933333333334
2025-12-30,18225.05,25112.7,33822.3,30968.4,26023.675000000003,24596.725,25720.016666666666,24768.716666666667
2025-12-31,18155.9,25071.55,33968.15,30689.0,26062.025,24422.45,25731.86666666667,24638.816666666666
2026-01-02,18207.65,25091.8,33988.4,30658.15,26098.025,24432.9,25762.61666666667,24652.533333333333
2026-01-05,18208.9,25095.1,34040.3,30680.35,26124.600000000002,24444.625,25781.433333333334,24661.45
