eval_id,started_at,state,months_paid,resets,generation,equity_usd,peak_usd,floor_usd,trades_taken,passed_at,ended_at
31,2021-05-01 00:00:00,funded,3,2,3,3070.75,3113.5,613.5,106,2021-07-12 15:30:00,2021-07-13 00:00:00
32,2021-06-01 00:00:00,funded,2,1,2,3070.75,3113.5,613.5,72,2021-07-12 15:30:00,2021-07-13 00:00:00
33,2021-06-08 00:00:00,cancelled,1,0,1,-948.5,1106.25,-1393.75,15,,2021-07-08 00:00:00
34,2021-06-09 00:00:00,funded,4,2,3,3106.0,3151.25,651.25,189,2021-09-09 15:00:00,2021-09-10 00:00:00
35,2021-06-10 00:00:00,funded,2,0,1,3307.75,3350.5,850.5,129,2021-07-12 15:30:00,2021-07-13 00:00:00
36,2021-06-11 00:00:00,funded,1,0,1,3010.25,3280.5,780.5,109,2021-07-07 23:30:00,2021-07-08 00:00:00
37,2021-06-12 00:00:00,funded,2,0,1,3258.25,3301.0,801.0,117,2021-07-12 15:30:00,2021-07-13 00:00:00
38,2021-06-13 00:00:00,funded,1,0,1,3258.25,3301.0,801.0,117,2021-07-12 15:30:00,2021-07-13 00:00:00
39,2021-06-14 00:00:00,funded,1,0,1,3258.25,3301.0,801.0,117,2021-07-12 15:30:00,2021-07-13 00:00:00
40,2021-06-15 00:00:00,funded,1,0,1,3115.5,3135.75,635.75,108,2021-07-09 18:00:00,2021-07-10 00:00:00
41,2021-06-16 00:00:00,funded,1,0,1,3033.75,3059.0,559.0,85,2021-07-07 06:00:00,2021-07-08 00:00:00
42,2021-07-01 00:00:00,funded,1,0,1,3070.75,3113.5,613.5,37,2021-07-12 15:30:00,2021-07-13 00:00:00
43,2021-08-01 00:00:00,cancelled,2,0,1,3029.0,3156.75,656.75,154,2021-09-10 17:00:00,2021-09-11 00:00:00
44,2021-10-01 00:00:00,funded,1,0,1,3075.25,3108.0,608.0,19,2021-10-07 14:30:00,2021-10-08 00:00:00
45,2026-03-31 00:00:00,funded,1,0,1,3316.25,3324.0,824.0,5,2026-03-31 17:00:00,2026-04-01 00:00:00
46,2026-04-01 00:00:00,blown,4,3,4,-1623.5,440.0,-2060.0,42,,
47,2026-04-02 00:00:00,blown,4,3,4,-1500.5,50.0,-2450.0,33,,
48,2026-04-03 00:00:00,blown,4,3,4,763.25,2989.75,489.75,40,,
49,2026-04-04 00:00:00,blown,4,3,4,447.25,2673.75,173.75,36,,
50,2026-04-05 00:00:00,funded,2,1,2,3131.0,3241.25,741.25,17,2026-05-05 23:30:00,2026-05-06 00:00:00
51,2026-04-06 00:00:00,funded,2,1,2,3476.0,3541.25,1041.25,17,2026-05-06 22:30:00,2026-05-07 00:00:00
52,2026-04-07 00:00:00,funded,2,1,2,4180.75,4238.5,1738.5,12,2026-05-08 17:00:00,2026-05-09 00:00:00
53,2026-04-08 00:00:00,funded,2,1,2,3366.75,3424.5,924.5,10,2026-05-08 17:00:00,2026-05-09 00:00:00
54,2026-04-09 00:00:00,funded,1,0,1,3867.0,3902.25,1402.25,22,2026-04-14 17:30:00,2026-04-15 00:00:00
55,2026-04-10 00:00:00,funded,1,0,1,3121.5,3159.25,659.25,14,2026-04-13 22:30:00,2026-04-14 00:00:00
56,2026-04-11 00:00:00,funded,1,0,1,4160.0,4195.25,1695.25,10,2026-04-14 17:30:00,2026-04-15 00:00:00
57,2026-04-12 00:00:00,funded,1,0,1,4160.0,4195.25,1695.25,10,2026-04-14 17:30:00,2026-04-15 00:00:00
58,2026-04-13 00:00:00,funded,1,0,1,4160.0,4195.25,1695.25,10,2026-04-14 17:30:00,2026-04-15 00:00:00
59,2026-04-14 00:00:00,blown,3,2,3,-375.5,1584.0,-916.0,49,,
60,2026-04-15 00:00:00,blown,3,2,3,-375.5,1584.0,-916.0,40,,
61,2026-04-16 00:00:00,funded,2,1,2,4046.25,4199.0,1699.0,23,2026-05-18 23:00:00,2026-05-19 00:00:00
62,2026-04-17 00:00:00,funded,2,1,2,4046.25,4199.0,1699.0,21,2026-05-18 23:00:00,2026-05-19 00:00:00
63,2026-04-18 00:00:00,funded,2,1,2,4046.25,4199.0,1699.0,16,2026-05-18 23:00:00,2026-05-19 00:00:00
64,2026-04-19 00:00:00,blown,3,2,3,1193.75,3159.5,659.5,32,,
65,2026-06-06 00:00:00,funded,1,0,1,3032.0,3082.25,582.25,2,2026-06-08 03:30:00,2026-06-09 00:00:00
66,2026-06-07 00:00:00,funded,1,0,1,3032.0,3082.25,582.25,2,2026-06-08 03:30:00,2026-06-09 00:00:00
67,2026-06-08 00:00:00,funded,1,0,1,3032.0,3082.25,582.25,2,2026-06-08 03:30:00,2026-06-09 00:00:00
68,2026-06-09 00:00:00,funded,1,0,1,5858.75,5939.0,3439.0,5,2026-06-09 21:30:00,2026-06-10 00:00:00
69,2026-06-10 00:00:00,blown,2,1,2,-818.5,556.75,-1943.25,8,,
70,2026-06-19 00:00:00,blown,1,0,1,1193.75,3159.5,659.5,16,,
71,2026-06-20 00:00:00,funded,1,0,1,3216.25,3266.5,766.5,5,2026-06-22 15:30:00,2026-06-23 00:00:00
72,2026-06-21 00:00:00,funded,1,0,1,3216.25,3266.5,766.5,5,2026-06-22 15:30:00,2026-06-23 00:00:00
73,2026-06-22 00:00:00,funded,1,0,1,3216.25,3266.5,766.5,5,2026-06-22 15:30:00,2026-06-23 00:00:00
74,2026-06-26 00:00:00,blown,1,0,1,363.75,2812.25,312.25,6,,
75,2026-06-30 00:00:00,blown,1,0,1,1552.25,3590.75,1090.75,12,,
76,2026-07-01 00:00:00,blown,1,0,1,-1623.5,440.0,-2060.0,5,,
77,2026-07-02 00:00:00,blown,1,0,1,-1500.5,50.0,-2450.0,3,,
